hospName,topWait,updateTime
Queen Elizabeth Hospital,Over 7 hours,11/11/2019 3:45am
Queen Mary Hospital,Over 2 hours,11/11/2019 3:45am
Ruttonjee Hospital,Over 2 hours,11/11/2019 3:45am
St John Hospital,Around 1 hour,11/11/2019 3:45am
Tseung Kwan O Hospital,Over 4 hours,11/11/2019 3:45am
Tuen Mun Hospital,Over 4 hours,11/11/2019 3:45am
Tin Shui Wai Hospital,Over 5 hours,11/11/2019 3:45am
United Christian Hospital,Over 1 hour,11/11/2019 3:45am
Yan Chai Hospital,Over 5 hours,11/11/2019 3:45am
Alice Ho Miu Ling Nethersole Hospital,Over 4 hours,11/11/2019 4:00am
Caritas Medical Centre,Over 1 hour,11/11/2019 4:00am
Kwong Wah Hospital,Over 8 hours,11/11/2019 4:00am
North District Hospital,Over 5 hours,11/11/2019 4:00am
North Lantau Hospital,Over 2 hours,11/11/2019 4:00am
Princess Margaret Hospital,Over 3 hours,11/11/2019 4:00am
Pok Oi Hospital,Over 5 hours,11/11/2019 4:00am
Prince of Wales Hospital,Over 7 hours,11/11/2019 4:00am
Pamela Youde Nethersole Eastern Hospital,Over 6 hours,11/11/2019 4:00am
Queen Elizabeth Hospital,Over 7 hours,11/11/2019 4:00am
Queen Mary Hospital,Over 2 hours,11/11/2019 4:00am
Ruttonjee Hospital,Over 2 hours,11/11/2019 4:00am
St John Hospital,Around 1 hour,11/11/2019 4:00am
Tseung Kwan O Hospital,Over 4 hours,11/11/2019 4:00am
Tuen Mun Hospital,Over 4 hours,11/11/2019 4:00am
Tin Shui Wai Hospital,Over 5 hours,11/11/2019 4:00am
United Christian Hospital,Over 1 hour,11/11/2019 4:00am
Yan Chai Hospital,Over 5 hours,11/11/2019 4:00am
Alice Ho Miu Ling Nethersole Hospital,Over 4 hours,11/11/2019 4:15am
Caritas Medical Centre,Over 1 hour,11/11/2019 4:15am
Kwong Wah Hospital,Over 8 hours,11/11/2019 4:15am
North District Hospital,Over 5 hours,11/11/2019 4:15am
North Lantau Hospital,Over 2 hours,11/11/2019 4:15am
Princess Margaret Hospital,Over 3 hours,11/11/2019 4:15am
Pok Oi Hospital,Over 5 hours,11/11/2019 4:15am
Prince of Wales Hospital,Over 7 hours,11/11/2019 4:15am
Pamela Youde Nethersole Eastern Hospital,Over 6 hours,11/11/2019 4:15am
Queen Elizabeth Hospital,Over 7 hours,11/11/2019 4:15am
Queen Mary Hospital,Over 2 hours,11/11/2019 4:15am
Ruttonjee Hospital,Over 2 hours,11/11/2019 4:15am
St John Hospital,Around 1 hour,11/11/2019 4:15am
Tseung Kwan O Hospital,Over 4 hours,11/11/2019 4:15am
Tuen Mun Hospital,Over 4 hours,11/11/2019 4:15am
Tin Shui Wai Hospital,Over 5 hours,11/11/2019 4:15am
United Christian Hospital,Over 1 hour,11/11/2019 4:15am
Yan Chai Hospital,Over 5 hours,11/11/2019 4:15am
Alice Ho Miu Ling Nethersole Hospital,Over 4 hours,11/11/2019 4:30am
Caritas Medical Centre,Over 2 hours,11/11/2019 4:30am
Kwong Wah Hospital,Over 8 hours,11/11/2019 4:30am
North District Hospital,Over 5 hours,11/11/2019 4:30am
North Lantau Hospital,Over 2 hours,11/11/2019 4:30am
Princess Margaret Hospital,Over 3 hours,11/11/2019 4:30am
Pok Oi Hospital,Over 5 hours,11/11/2019 4:30am
Prince of Wales Hospital,Over 7 hours,11/11/2019 4:30am
Pamela Youde Nethersole Eastern Hospital,Over 6 hours,11/11/2019 4:30am
Queen Elizabeth Hospital,Over 7 hours,11/11/2019 4:30am
Queen Mary Hospital,Over 2 hours,11/11/2019 4:30am
Ruttonjee Hospital,Over 2 hours,11/11/2019 4:30am
St John Hospital,Around 1 hour,11/11/2019 4:30am
Tseung Kwan O Hospital,Over 3 hours,11/11/2019 4:30am
Tuen Mun Hospital,Over 4 hours,11/11/2019 4:30am
Tin Shui Wai Hospital,Over 5 hours,11/11/2019 4:30am
United Christian Hospital,Over 1 hour,11/11/2019 4:30am
Yan Chai Hospital,Over 5 hours,11/11/2019 4:30am
Alice Ho Miu Ling Nethersole Hospital,Over 4 hours,11/11/2019 4:45am
Caritas Medical Centre,Over 2 hours,11/11/2019 4:45am
Kwong Wah Hospital,Over 8 hours,11/11/2019 4:45am
North District Hospital,Over 5 hours,11/11/2019 4:45am
North Lantau Hospital,Over 2 hours,11/11/2019 4:45am
Princess Margaret Hospital,Over 3 hours,11/11/2019 4:45am
Pok Oi Hospital,Over 5 hours,11/11/2019 4:45am
Prince of Wales Hospital,Over 7 hours,11/11/2019 4:45am
Pamela Youde Nethersole Eastern Hospital,Over 6 hours,11/11/2019 4:45am
Queen Elizabeth Hospital,Over 7 hours,11/11/2019 4:45am
Queen Mary Hospital,Over 2 hours,11/11/2019 4:45am
Ruttonjee Hospital,Over 2 hours,11/11/2019 4:45am
St John Hospital,Around 1 hour,11/11/2019 4:45am
Tseung Kwan O Hospital,Over 3 hours,11/11/2019 4:45am
Tuen Mun Hospital,Over 4 hours,11/11/2019 4:45am
Tin Shui Wai Hospital,Over 5 hours,11/11/2019 4:45am
United Christian Hospital,Over 1 hour,11/11/2019 4:45am
Yan Chai Hospital,Over 5 hours,11/11/2019 4:45am
Alice Ho Miu Ling Nethersole Hospital,Over 4 hours,11/11/2019 5:00am
Caritas Medical Centre,Over 2 hours,11/11/2019 5:00am
Kwong Wah Hospital,Over 8 hours,11/11/2019 5:00am
North District Hospital,Over 5 hours,11/11/2019 5:00am
North Lantau Hospital,Over 2 hours,11/11/2019 5:00am
Princess Margaret Hospital,Over 3 hours,11/11/2019 5:00am
Pok Oi Hospital,Over 5 hours,11/11/2019 5:00am
Prince of Wales Hospital,Over 7 hours,11/11/2019 5:00am
Pamela Youde Nethersole Eastern Hospital,Over 6 hours,11/11/2019 5:00am
Queen Elizabeth Hospital,Over 7 hours,11/11/2019 5:00am
Queen Mary Hospital,Over 2 hours,11/11/2019 5:00am
Ruttonjee Hospital,Over 2 hours,11/11/2019 5:00am
St John Hospital,Around 1 hour,11/11/2019 5:00am
Tseung Kwan O Hospital,Over 4 hours,11/11/2019 5:00am
Tuen Mun Hospital,Over 4 hours,11/11/2019 5:00am
Tin Shui Wai Hospital,Over 5 hours,11/11/2019 5:00am
United Christian Hospital,Over 1 hour,11/11/2019 5:00am
Yan Chai Hospital,Over 5 hours,11/11/2019 5:00am
Alice Ho Miu Ling Nethersole Hospital,Over 4 hours,11/11/2019 5:15am
Caritas Medical Centre,Over 2 hours,11/11/2019 5:15am
Kwong Wah Hospital,Over 8 hours,11/11/2019 5:15am
North District Hospital,Over 5 hours,11/11/2019 5:15am
North Lantau Hospital,Over 1 hour,11/11/2019 5:15am
Princess Margaret Hospital,Over 3 hours,11/11/2019 5:15am
Pok Oi Hospital,Over 5 hours,11/11/2019 5:15am
Prince of Wales Hospital,Over 7 hours,11/11/2019 5:15am
Pamela Youde Nethersole Eastern Hospital,Over 6 hours,11/11/2019 5:15am
Queen Elizabeth Hospital,Over 7 hours,11/11/2019 5:15am
Queen Mary Hospital,Over 1 hour,11/11/2019 5:15am
Ruttonjee Hospital,Over 2 hours,11/11/2019 5:15am
St John Hospital,Around 1 hour,11/11/2019 5:15am
Tseung Kwan O Hospital,Over 4 hours,11/11/2019 5:15am
Tuen Mun Hospital,Over 4 hours,11/11/2019 5:15am
Tin Shui Wai Hospital,Over 5 hours,11/11/2019 5:15am
United Christian Hospital,Over 1 hour,11/11/2019 5:15am
Yan Chai Hospital,Over 5 hours,11/11/2019 5:15am
Alice Ho Miu Ling Nethersole Hospital,Over 4 hours,11/11/2019 5:30am
Caritas Medical Centre,Over 2 hours,11/11/2019 5:30am
Kwong Wah Hospital,Over 8 hours,11/11/2019 5:30am
North District Hospital,Over 5 hours,11/11/2019 5:30am
North Lantau Hospital,Over 1 hour,11/11/2019 5:30am
Princess Margaret Hospital,Over 4 hours,11/11/2019 5:30am
Pok Oi Hospital,Over 5 hours,11/11/2019 5:30am
Prince of Wales Hospital,Over 7 hours,11/11/2019 5:30am
Pamela Youde Nethersole Eastern Hospital,Over 5 hours,11/11/2019 5:30am
Queen Elizabeth Hospital,Over 7 hours,11/11/2019 5:30am
Queen Mary Hospital,Over 1 hour,11/11/2019 5:30am
Ruttonjee Hospital,Over 2 hours,11/11/2019 5:30am
St John Hospital,Around 1 hour,11/11/2019 5:30am
Tseung Kwan O Hospital,Over 3 hours,11/11/2019 5:30am
Tuen Mun Hospital,Over 4 hours,11/11/2019 5:30am
Tin Shui Wai Hospital,Over 5 hours,11/11/2019 5:30am
United Christian Hospital,Over 1 hour,11/11/2019 5:30am
Yan Chai Hospital,Over 5 hours,11/11/2019 5:30am
Alice Ho Miu Ling Nethersole Hospital,Over 4 hours,11/11/2019 5:45am
Caritas Medical Centre,Over 2 hours,11/11/2019 5:45am
Kwong Wah Hospital,Over 8 hours,11/11/2019 5:45am
North District Hospital,Over 5 hours,11/11/2019 5:45am
North Lantau Hospital,Over 1 hour,11/11/2019 5:45am
Princess Margaret Hospital,Over 4 hours,11/11/2019 5:45am
Pok Oi Hospital,Over 5 hours,11/11/2019 5:45am
Prince of Wales Hospital,Over 8 hours,11/11/2019 5:45am
Pamela Youde Nethersole Eastern Hospital,Over 5 hours,11/11/2019 5:45am
Queen Elizabeth Hospital,Over 7 hours,11/11/2019 5:45am
Queen Mary Hospital,Over 1 hour,11/11/2019 5:45am
Ruttonjee Hospital,Over 2 hours,11/11/2019 5:45am
St John Hospital,Around 1 hour,11/11/2019 5:45am
Tseung Kwan O Hospital,Over 3 hours,11/11/2019 5:45am
Tuen Mun Hospital,Over 4 hours,11/11/2019 5:45am
Tin Shui Wai Hospital,Over 5 hours,11/11/2019 5:45am
United Christian Hospital,Over 1 hour,11/11/2019 5:45am
Yan Chai Hospital,Over 5 hours,11/11/2019 5:45am
Alice Ho Miu Ling Nethersole Hospital,Over 4 hours,11/11/2019 6:00am
Caritas Medical Centre,Over 2 hours,11/11/2019 6:00am
Kwong Wah Hospital,Over 8 hours,11/11/2019 6:00am
North District Hospital,Over 5 hours,11/11/2019 6:00am
North Lantau Hospital,Over 1 hour,11/11/2019 6:00am
Princess Margaret Hospital,Over 4 hours,11/11/2019 6:00am
Pok Oi Hospital,Over 5 hours,11/11/2019 6:00am
Prince of Wales Hospital,Over 8 hours,11/11/2019 6:00am
Pamela Youde Nethersole Eastern Hospital,Over 5 hours,11/11/2019 6:00am
Queen Elizabeth Hospital,Over 7 hours,11/11/2019 6:00am
Queen Mary Hospital,Over 1 hour,11/11/2019 6:00am
Ruttonjee Hospital,Over 2 hours,11/11/2019 6:00am
St John Hospital,Around 1 hour,11/11/2019 6:00am
Tseung Kwan O Hospital,Over 3 hours,11/11/2019 6:00am
Tuen Mun Hospital,Over 4 hours,11/11/2019 6:00am
Tin Shui Wai Hospital,Over 5 hours,11/11/2019 6:00am
United Christian Hospital,Over 1 hour,11/11/2019 6:00am
Yan Chai Hospital,Over 5 hours,11/11/2019 6:00am
Alice Ho Miu Ling Nethersole Hospital,Over 2 hours,11/11/2019 6:15am
Caritas Medical Centre,Over 2 hours,11/11/2019 6:15am
Kwong Wah Hospital,Over 8 hours,11/11/2019 6:15am
North District Hospital,Over 5 hours,11/11/2019 6:15am
North Lantau Hospital,Around 1 hour,11/11/2019 6:15am
Princess Margaret Hospital,Over 4 hours,11/11/2019 6:15am
Pok Oi Hospital,Over 4 hours,11/11/2019 6:15am
Prince of Wales Hospital,Over 8 hours,11/11/2019 6:15am
Pamela Youde Nethersole Eastern Hospital,Over 5 hours,11/11/2019 6:15am
Queen Elizabeth Hospital,Over 7 hours,11/11/2019 6:15am
Queen Mary Hospital,Over 1 hour,11/11/2019 6:15am
Ruttonjee Hospital,Over 2 hours,11/11/2019 6:15am
St John Hospital,Around 1 hour,11/11/2019 6:15am
Tseung Kwan O Hospital,Over 2 hours,11/11/2019 6:15am
Tuen Mun Hospital,Over 4 hours,11/11/2019 6:15am
Tin Shui Wai Hospital,Over 5 hours,11/11/2019 6:15am
United Christian Hospital,Over 1 hour,11/11/2019 6:15am
Yan Chai Hospital,Over 5 hours,11/11/2019 6:15am
Alice Ho Miu Ling Nethersole Hospital,Over 2 hours,11/11/2019 6:30am
Caritas Medical Centre,Over 2 hours,11/11/2019 6:30am
Kwong Wah Hospital,Over 8 hours,11/11/2019 6:30am
North District Hospital,Over 5 hours,11/11/2019 6:30am
North Lantau Hospital,Around 1 hour,11/11/2019 6:30am
Princess Margaret Hospital,Over 4 hours,11/11/2019 6:30am
Pok Oi Hospital,Over 4 hours,11/11/2019 6:30am
Prince of Wales Hospital,Over 8 hours,11/11/2019 6:30am
Pamela Youde Nethersole Eastern Hospital,Over 5 hours,11/11/2019 6:30am
Queen Elizabeth Hospital,Over 7 hours,11/11/2019 6:30am
Queen Mary Hospital,Over 1 hour,11/11/2019 6:30am
Ruttonjee Hospital,Over 2 hours,11/11/2019 6:30am
St John Hospital,Around 1 hour,11/11/2019 6:30am
Tseung Kwan O Hospital,Over 2 hours,11/11/2019 6:30am
Tuen Mun Hospital,Over 3 hours,11/11/2019 6:30am
Tin Shui Wai Hospital,Over 5 hours,11/11/2019 6:30am
United Christian Hospital,Over 1 hour,11/11/2019 6:30am
Yan Chai Hospital,Over 5 hours,11/11/2019 6:30am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 6:45am
Caritas Medical Centre,Over 2 hours,11/11/2019 6:45am
Kwong Wah Hospital,Over 7 hours,11/11/2019 6:45am
North District Hospital,Over 5 hours,11/11/2019 6:45am
North Lantau Hospital,Around 1 hour,11/11/2019 6:45am
Princess Margaret Hospital,Over 4 hours,11/11/2019 6:45am
Pok Oi Hospital,Over 4 hours,11/11/2019 6:45am
Prince of Wales Hospital,Over 8 hours,11/11/2019 6:45am
Pamela Youde Nethersole Eastern Hospital,Over 5 hours,11/11/2019 6:45am
Queen Elizabeth Hospital,Over 7 hours,11/11/2019 6:45am
Queen Mary Hospital,Around 1 hour,11/11/2019 6:45am
Ruttonjee Hospital,Over 2 hours,11/11/2019 6:45am
St John Hospital,Around 1 hour,11/11/2019 6:45am
Tseung Kwan O Hospital,Over 2 hours,11/11/2019 6:45am
Tuen Mun Hospital,Over 3 hours,11/11/2019 6:45am
Tin Shui Wai Hospital,Over 5 hours,11/11/2019 6:45am
United Christian Hospital,Over 1 hour,11/11/2019 6:45am
Yan Chai Hospital,Over 5 hours,11/11/2019 6:45am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 7:00am
Caritas Medical Centre,Over 2 hours,11/11/2019 7:00am
Kwong Wah Hospital,Over 7 hours,11/11/2019 7:00am
North District Hospital,Over 5 hours,11/11/2019 7:00am
North Lantau Hospital,Around 1 hour,11/11/2019 7:00am
Princess Margaret Hospital,Over 4 hours,11/11/2019 7:00am
Pok Oi Hospital,Over 4 hours,11/11/2019 7:00am
Prince of Wales Hospital,Over 8 hours,11/11/2019 7:00am
Pamela Youde Nethersole Eastern Hospital,Over 5 hours,11/11/2019 7:00am
Queen Elizabeth Hospital,Over 7 hours,11/11/2019 7:00am
Queen Mary Hospital,Around 1 hour,11/11/2019 7:00am
Ruttonjee Hospital,Over 2 hours,11/11/2019 7:00am
St John Hospital,Around 1 hour,11/11/2019 7:00am
Tseung Kwan O Hospital,Over 2 hours,11/11/2019 7:00am
Tuen Mun Hospital,Over 3 hours,11/11/2019 7:00am
Tin Shui Wai Hospital,Over 5 hours,11/11/2019 7:00am
United Christian Hospital,Over 1 hour,11/11/2019 7:00am
Yan Chai Hospital,Over 5 hours,11/11/2019 7:00am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 7:15am
Caritas Medical Centre,Over 2 hours,11/11/2019 7:15am
Kwong Wah Hospital,Over 7 hours,11/11/2019 7:15am
North District Hospital,Over 5 hours,11/11/2019 7:15am
North Lantau Hospital,Around 1 hour,11/11/2019 7:15am
Princess Margaret Hospital,Over 4 hours,11/11/2019 7:15am
Pok Oi Hospital,Over 4 hours,11/11/2019 7:15am
Prince of Wales Hospital,Over 8 hours,11/11/2019 7:15am
Pamela Youde Nethersole Eastern Hospital,Over 6 hours,11/11/2019 7:15am
Queen Elizabeth Hospital,Over 7 hours,11/11/2019 7:15am
Queen Mary Hospital,Around 1 hour,11/11/2019 7:15am
Ruttonjee Hospital,Over 2 hours,11/11/2019 7:15am
St John Hospital,Around 1 hour,11/11/2019 7:15am
Tseung Kwan O Hospital,Over 2 hours,11/11/2019 7:15am
Tuen Mun Hospital,Over 2 hours,11/11/2019 7:15am
Tin Shui Wai Hospital,Over 5 hours,11/11/2019 7:15am
United Christian Hospital,Over 1 hour,11/11/2019 7:15am
Yan Chai Hospital,Over 5 hours,11/11/2019 7:15am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 7:30am
Caritas Medical Centre,Over 2 hours,11/11/2019 7:30am
Kwong Wah Hospital,Over 7 hours,11/11/2019 7:30am
North District Hospital,Over 6 hours,11/11/2019 7:30am
North Lantau Hospital,Around 1 hour,11/11/2019 7:30am
Princess Margaret Hospital,Over 4 hours,11/11/2019 7:30am
Pok Oi Hospital,Over 4 hours,11/11/2019 7:30am
Prince of Wales Hospital,Over 8 hours,11/11/2019 7:30am
Pamela Youde Nethersole Eastern Hospital,Over 6 hours,11/11/2019 7:30am
Queen Elizabeth Hospital,Over 7 hours,11/11/2019 7:30am
Queen Mary Hospital,Around 1 hour,11/11/2019 7:30am
Ruttonjee Hospital,Over 3 hours,11/11/2019 7:30am
St John Hospital,Around 1 hour,11/11/2019 7:30am
Tseung Kwan O Hospital,Over 2 hours,11/11/2019 7:30am
Tuen Mun Hospital,Over 1 hour,11/11/2019 7:30am
Tin Shui Wai Hospital,Over 5 hours,11/11/2019 7:30am
United Christian Hospital,Over 1 hour,11/11/2019 7:30am
Yan Chai Hospital,Over 5 hours,11/11/2019 7:30am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 7:45am
Caritas Medical Centre,Over 2 hours,11/11/2019 7:45am
Kwong Wah Hospital,Over 7 hours,11/11/2019 7:45am
North District Hospital,Over 6 hours,11/11/2019 7:45am
North Lantau Hospital,Around 1 hour,11/11/2019 7:45am
Princess Margaret Hospital,Over 4 hours,11/11/2019 7:45am
Pok Oi Hospital,Over 4 hours,11/11/2019 7:45am
Prince of Wales Hospital,Over 8 hours,11/11/2019 7:45am
Pamela Youde Nethersole Eastern Hospital,Over 6 hours,11/11/2019 7:45am
Queen Elizabeth Hospital,Over 7 hours,11/11/2019 7:45am
Queen Mary Hospital,Over 1 hour,11/11/2019 7:45am
Ruttonjee Hospital,Over 3 hours,11/11/2019 7:45am
St John Hospital,Around 1 hour,11/11/2019 7:45am
Tseung Kwan O Hospital,Over 2 hours,11/11/2019 7:45am
Tuen Mun Hospital,Over 1 hour,11/11/2019 7:45am
Tin Shui Wai Hospital,Over 5 hours,11/11/2019 7:45am
United Christian Hospital,Over 1 hour,11/11/2019 7:45am
Yan Chai Hospital,Over 7 hours,11/11/2019 7:45am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 8:00am
Caritas Medical Centre,Over 2 hours,11/11/2019 8:00am
Kwong Wah Hospital,Over 7 hours,11/11/2019 8:00am
North District Hospital,Over 6 hours,11/11/2019 8:00am
North Lantau Hospital,Around 1 hour,11/11/2019 8:00am
Princess Margaret Hospital,Over 4 hours,11/11/2019 8:00am
Pok Oi Hospital,Over 4 hours,11/11/2019 8:00am
Prince of Wales Hospital,Over 8 hours,11/11/2019 8:00am
Pamela Youde Nethersole Eastern Hospital,Over 5 hours,11/11/2019 8:00am
Queen Elizabeth Hospital,Over 7 hours,11/11/2019 8:00am
Queen Mary Hospital,Over 1 hour,11/11/2019 8:00am
Ruttonjee Hospital,Over 3 hours,11/11/2019 8:00am
St John Hospital,Around 1 hour,11/11/2019 8:00am
Tseung Kwan O Hospital,Over 2 hours,11/11/2019 8:00am
Tuen Mun Hospital,Over 1 hour,11/11/2019 8:00am
Tin Shui Wai Hospital,Over 5 hours,11/11/2019 8:00am
United Christian Hospital,Over 1 hour,11/11/2019 8:00am
Yan Chai Hospital,Over 7 hours,11/11/2019 8:00am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 8:15am
Caritas Medical Centre,Over 2 hours,11/11/2019 8:15am
Kwong Wah Hospital,Over 7 hours,11/11/2019 8:15am
North District Hospital,Over 6 hours,11/11/2019 8:15am
North Lantau Hospital,Around 1 hour,11/11/2019 8:15am
Princess Margaret Hospital,Over 4 hours,11/11/2019 8:15am
Pok Oi Hospital,Over 4 hours,11/11/2019 8:15am
Prince of Wales Hospital,Over 8 hours,11/11/2019 8:15am
Pamela Youde Nethersole Eastern Hospital,Over 5 hours,11/11/2019 8:15am
Queen Elizabeth Hospital,Over 7 hours,11/11/2019 8:15am
Queen Mary Hospital,Over 3 hours,11/11/2019 8:15am
Ruttonjee Hospital,Over 3 hours,11/11/2019 8:15am
St John Hospital,Around 1 hour,11/11/2019 8:15am
Tseung Kwan O Hospital,Over 3 hours,11/11/2019 8:15am
Tuen Mun Hospital,Over 1 hour,11/11/2019 8:15am
Tin Shui Wai Hospital,Over 5 hours,11/11/2019 8:15am
United Christian Hospital,Over 1 hour,11/11/2019 8:15am
Yan Chai Hospital,Over 7 hours,11/11/2019 8:15am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 8:30am
Caritas Medical Centre,Over 2 hours,11/11/2019 8:30am
Kwong Wah Hospital,Over 7 hours,11/11/2019 8:30am
North District Hospital,Over 6 hours,11/11/2019 8:30am
North Lantau Hospital,Around 1 hour,11/11/2019 8:30am
Princess Margaret Hospital,Over 4 hours,11/11/2019 8:30am
Pok Oi Hospital,Over 4 hours,11/11/2019 8:30am
Prince of Wales Hospital,Over 8 hours,11/11/2019 8:30am
Pamela Youde Nethersole Eastern Hospital,Over 5 hours,11/11/2019 8:30am
Queen Elizabeth Hospital,Over 7 hours,11/11/2019 8:30am
Queen Mary Hospital,Over 3 hours,11/11/2019 8:30am
Ruttonjee Hospital,Over 3 hours,11/11/2019 8:30am
St John Hospital,Around 1 hour,11/11/2019 8:30am
Tseung Kwan O Hospital,Over 3 hours,11/11/2019 8:30am
Tuen Mun Hospital,Over 1 hour,11/11/2019 8:30am
Tin Shui Wai Hospital,Over 5 hours,11/11/2019 8:30am
United Christian Hospital,Over 1 hour,11/11/2019 8:30am
Yan Chai Hospital,Over 7 hours,11/11/2019 8:30am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 8:45am
Caritas Medical Centre,Over 2 hours,11/11/2019 8:45am
Kwong Wah Hospital,Over 7 hours,11/11/2019 8:45am
North District Hospital,Over 6 hours,11/11/2019 8:45am
North Lantau Hospital,Around 1 hour,11/11/2019 8:45am
Princess Margaret Hospital,Over 4 hours,11/11/2019 8:45am
Pok Oi Hospital,Over 4 hours,11/11/2019 8:45am
Prince of Wales Hospital,Over 8 hours,11/11/2019 8:45am
Pamela Youde Nethersole Eastern Hospital,Over 5 hours,11/11/2019 8:45am
Queen Elizabeth Hospital,Over 7 hours,11/11/2019 8:45am
Queen Mary Hospital,Over 3 hours,11/11/2019 8:45am
Ruttonjee Hospital,Over 3 hours,11/11/2019 8:45am
St John Hospital,Around 1 hour,11/11/2019 8:45am
Tseung Kwan O Hospital,Over 3 hours,11/11/2019 8:45am
Tuen Mun Hospital,Over 1 hour,11/11/2019 8:45am
Tin Shui Wai Hospital,Over 5 hours,11/11/2019 8:45am
United Christian Hospital,Over 1 hour,11/11/2019 8:45am
Yan Chai Hospital,Over 7 hours,11/11/2019 8:45am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 9:00am
Caritas Medical Centre,Over 4 hours,11/11/2019 9:00am
Kwong Wah Hospital,Over 6 hours,11/11/2019 9:00am
North District Hospital,Over 6 hours,11/11/2019 9:00am
North Lantau Hospital,Around 1 hour,11/11/2019 9:00am
Princess Margaret Hospital,Over 3 hours,11/11/2019 9:00am
Pok Oi Hospital,Over 3 hours,11/11/2019 9:00am
Prince of Wales Hospital,Over 8 hours,11/11/2019 9:00am
Pamela Youde Nethersole Eastern Hospital,Over 5 hours,11/11/2019 9:00am
Queen Elizabeth Hospital,Over 7 hours,11/11/2019 9:00am
Queen Mary Hospital,Over 3 hours,11/11/2019 9:00am
Ruttonjee Hospital,Over 1 hour,11/11/2019 9:00am
St John Hospital,Around 1 hour,11/11/2019 9:00am
Tseung Kwan O Hospital,Over 3 hours,11/11/2019 9:00am
Tuen Mun Hospital,Over 1 hour,11/11/2019 9:00am
Tin Shui Wai Hospital,Over 7 hours,11/11/2019 9:00am
United Christian Hospital,Around 1 hour,11/11/2019 9:00am
Yan Chai Hospital,Over 7 hours,11/11/2019 9:00am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 9:15am
Caritas Medical Centre,Over 4 hours,11/11/2019 9:15am
Kwong Wah Hospital,Over 6 hours,11/11/2019 9:15am
North District Hospital,Over 6 hours,11/11/2019 9:15am
North Lantau Hospital,Around 1 hour,11/11/2019 9:15am
Princess Margaret Hospital,Over 3 hours,11/11/2019 9:15am
Pok Oi Hospital,Over 3 hours,11/11/2019 9:15am
Prince of Wales Hospital,Over 8 hours,11/11/2019 9:15am
Pamela Youde Nethersole Eastern Hospital,Over 5 hours,11/11/2019 9:15am
Queen Elizabeth Hospital,Over 7 hours,11/11/2019 9:15am
Queen Mary Hospital,Over 3 hours,11/11/2019 9:15am
Ruttonjee Hospital,Over 1 hour,11/11/2019 9:15am
St John Hospital,Around 1 hour,11/11/2019 9:15am
Tseung Kwan O Hospital,Over 3 hours,11/11/2019 9:15am
Tuen Mun Hospital,Over 1 hour,11/11/2019 9:15am
Tin Shui Wai Hospital,Over 7 hours,11/11/2019 9:15am
United Christian Hospital,Around 1 hour,11/11/2019 9:15am
Yan Chai Hospital,Over 7 hours,11/11/2019 9:15am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 9:30am
Caritas Medical Centre,Over 3 hours,11/11/2019 9:30am
Kwong Wah Hospital,Over 6 hours,11/11/2019 9:30am
North District Hospital,Over 6 hours,11/11/2019 9:30am
North Lantau Hospital,Around 1 hour,11/11/2019 9:30am
Princess Margaret Hospital,Over 3 hours,11/11/2019 9:30am
Pok Oi Hospital,Over 3 hours,11/11/2019 9:30am
Prince of Wales Hospital,Over 8 hours,11/11/2019 9:30am
Pamela Youde Nethersole Eastern Hospital,Over 4 hours,11/11/2019 9:30am
Queen Elizabeth Hospital,Over 7 hours,11/11/2019 9:30am
Queen Mary Hospital,Over 3 hours,11/11/2019 9:30am
Ruttonjee Hospital,Over 1 hour,11/11/2019 9:30am
St John Hospital,Around 1 hour,11/11/2019 9:30am
Tseung Kwan O Hospital,Over 3 hours,11/11/2019 9:30am
Tuen Mun Hospital,Over 1 hour,11/11/2019 9:30am
Tin Shui Wai Hospital,Over 7 hours,11/11/2019 9:30am
United Christian Hospital,Around 1 hour,11/11/2019 9:30am
Yan Chai Hospital,Over 6 hours,11/11/2019 9:30am
Alice Ho Miu Ling Nethersole Hospital,Over 1 hour,11/11/2019 9:45am
Caritas Medical Centre,Over 3 hours,11/11/2019 9:45am
Kwong Wah Hospital,Over 6 hours,11/11/2019 9:45am
North District Hospital,Over 4 hours,11/11/2019 9:45am
North Lantau Hospital,Around 1 hour,11/11/2019 9:45am
Princess Margaret Hospital,Over 3 hours,11/11/2019 9:45am
Pok Oi Hospital,Over 3 hours,11/11/2019 9:45am
Prince of Wales Hospital,Over 8 hours,11/11/2019 9:45am
Pamela Youde Nethersole Eastern Hospital,Over 4 hours,11/11/2019 9:45am
